Año,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistema de climatización,Tracción,Color,Último número de la placa,Dirección,Motor(cilindraje),Tapizado,Placa,Tipo de Motor,Entrada desde,Cuotas desde,Número de cuotas
1996,187000,11.300,Ambato,Negociable,USED,Volkswagen,Hatchback (3 Puertas),Golf GTI,,,,,,,,,,,,,,,,,
2019,94000,12.000,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
1981,300000,27.800,Quito,Negociable,USED,Mercedes Benz,Sedán,280E,,,,,,,,,,,,,,,,,
2013,1,27.800,Cuenca,Negociable,USED,Jeep,Todoterreno,Grand Cherokee,,,,,,,,,,,,,,,,,
2013,1,27.800,Cuenca,Negociable,USED,Jeep,Todoterreno,Cherokee Limited,,,,,,,,,,,,,,,,,
2013,1,27.800,Cuenca,Negociable,USED,Jeep,Todoterreno,Grand Cherokee Limited,,,,,,,,,,,,,,,,,
2013,1,15.400,Cuenca,Negociable,USED,Chrysler,Todoterreno,Grand Cherokee Limited,,,,,,,,,,,,,,,,,
2022,41500,,Quito,Negociable,USED,Chevrolet,Todoterreno,Tracker LS,#1720361,24123 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Plata,4,Hidráulica,1200,Tela,Pichincha,gasolina,,,
2006,199000,13.500,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 FX4,,,,,,,,,,,,,,,,,
2013,30000,16.900,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX 4X2 CD,,,,,,,,,,,,,,,,,
2004,188000,11.500,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV CD,,,,,,,,,,,,,,,,,
2014,135000,28.500,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
2002,200000,10.500,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV V6 CD,,,,,,,,,,,,,,,,,
2003,208000,10.900,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV V6 CD,,,,,,,,,,,,,,,,,
2013,160000,15.500,Quito,Negociable,USED,Chevrolet,Camioneta Cabina Simple,LUV Dmax CS Diesel,,,,,,,,,,,,,,,,,
2010,160000,18.800,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,
2019,55000,26.500,Quito,Negociable,USED,Nissan,Todoterreno,QASHQAI ADVANCE,,,,,,,,,,,,,,,,,
2020,38000,17.600,Quito,Negociable,USED,Kia,Sedán,RIO EX,,,,,,,,,,,,,,,,,
2020,26000,29.000,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,
2018,85000,28.900,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,
2005,180000,11.500,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV CD Diesel,,,,,,,,,,,,,,,,,
2018,50000,11.500,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2007,160000,10.500,Quito,Negociable,USED,Ford,Todoterreno,Ecosport,,,,,,,,,,,,,,,,,
2017,75000,17.500,Quito,Negociable,USED,Suzuki,Todoterreno,GRAN VITARA SZ NEXT,,,,,,,,,,,,,,,,,
2002,180000,9.900,Quito,Negociable,USED,Chevrolet,Camioneta Cabina Simple,LUV CS,,,,,,,,,,,,,,,,,
2000,300000,11.500,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux,,,,,,,,,,,,,,,,,
2022,7000,20.500,Quito,Negociable,USED,Toyota,Hatchback (5 Puertas),Yaris Sport,,,,,,,,,,,,,,,,,
2017,105000,24.900,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI  3.0 CD 4X2  DIESEL,,,,,,,,,,,,,,,,,
2010,167000,15.900,Quito,Negociable,USED,Toyota,Camioneta Cabina Simple,Hilux CS 4x2,,,,,,,,,,,,,,,,,
2013,160000,26.800,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x4 Diesel,,,,,,,,,,,,,,,,,
2016,90000,12.500,Quito,Negociable,USED,Nissan,Sedán,Tiida,,,,,,,,,,,,,,,,,
2010,108000,20.900,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux,,,,,,,,,,,,,,,,,
2020,28000,30.900,Quito,Negociable,USED,Mazda,Todoterreno,CX-5,,,,,,,,,,,,,,,,,
2018,70000,16.500,Quito,Negociable,USED,Renault,Todoterreno,Duster 1.6,,,,,,,,,,,,,,,,,
2020,40000,28.900,Quito,Negociable,USED,Toyota,Camioneta Cabina Simple,Hilux CS 4x2,,,,,,,,,,,,,,,,,
2000,248269,12.900,Quito,Negociable,USED,Mercedes Benz,Sedán,C280,,,,,,,,,,,,,,,,,
2019,100000,28.900,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,RANGER XL,,,,,,,,,,,,,,,,,
2019,100000,28.900,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,Ranger CD,,,,,,,,,,,,,,,,,
2012,125000,98.000,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Activo,,,,,,,,,,,,,,,,,
2022,33300,20.900,Quito,Negociable,USED,Great Wall,Todoterreno,Haval H6,,,,,,,,,,,,,,,,,
2019,80000,16.500,Quito,Negociable,USED,Kia,Sedán,RIO LX,,,,,,,,,,,,,,,,,
2017,80000,20.500,Cuenca,Fijo,USED,Great Wall,Camioneta Doble Cabina,Wingle 4x4 Diesel CD Pick Up,,,,,,,,,,,,,,,,,
2010,190000,13.800,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux,#1537907,300000 Kms,Manuales,Manual,Gasolina,Calefacción,4 x 4,Vino,5,Hidráulica,2400,Tela,Tungurahua,,,,
2017,100000,18.900,Quito,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,
2015,113000,12.900,Quito,Negociable,USED,Hyundai,Sedán,Sonata,,,,,,,,,,,,,,,,,
2019,65000,16.500,Cuenca,Fijo,USED,Hanteng,Todoterreno,X7,,,,,,,,,,,,,,,,,
2019,55400,17.800,Cuenca,Fijo,USED,Chevrolet,Sedán,Cavalier,,,,,,,,,,,,,,,,,
2019,1,35.800,Cuenca,Negociable,USED,Jeep,Todoterreno,Cherokee,,,,,,,,,,,,,,,,,
2019,1,35.800,Cuenca,Negociable,USED,Jeep,Todoterreno,CHEROKEE LONGITUDE,,,,,,,,,,,,,,,,,
2019,60000,31.900,Quito,Fijo,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2014,40000,8.800,Ambato,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux SR5,,,,,,,,,,,,,,,,,
1998,170000,4.900,Ambato,Negociable,USED,Ford,Todoterreno,Ranger,,,,,,,,,,,,,,,,,
2006,200000,37.800,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Trailblazer,,,,,,,,,,,,,,,,,
2005,248000,17.800,Quito,Negociable,USED,Toyota,Todoterreno,Land Cruiser 100,,,,,,,,,,,,,,,,,
2008,141000,10.300,Quito,Negociable,USED,Mazda,Todoterreno,CX-9,,,,,,,,,,,,,,,,,
2015,120000,225.000,Quito,Fijo,USED,Kia,Todoterreno,Sportage R GTI A\C 2.0 TM,,,,,,,,,,,,,,,,,
2008,160000,16.500,Loja,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,
2012,188000,18.800,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150,,,,,,,,,,,,,,,,,
2022,18000,13.800,Quito,Negociable,USED,Chery,Todoterreno,TIGGO 2 PRO,,,,,,,,,,,,,,,,,
2021,38000,10.900,Cuenca,Negociable,USED,Chevrolet,Otro,ONIX LTZ TURBO,,,,,,,,,,,,,,,,,
1978,300000,33.000,Ambato,Negociable,USED,Ford,Camioneta Cabina Simple,F250,,,,,,,,,,,,,,,,,
2017,136962,27.700,Quito,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Sail,,,,,,,,,,,,,,,,,
2002,107000,0,Cuenca,Negociable,USED,Mercedes Benz,Convertible,SLK 320,,,,,,,,,,,,,,,,,
2023,13600,14.999,Quito,Negociable,USED,DongFeng,Camioneta Doble Cabina,NEW RICH 6 4X4 DIESEL,,,,,,,,,,,,,,,,,
2017,860000,13.200,Guayaquil,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,
2006,170000,10.200,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero Blister,,,,,,,,,,,,,,,,,
2002,199000,30.500,Quito,Negociable,USED,Toyota,Todoterreno,Prado 5P,,,,,,,,,,,,,,,,,
2015,93000,11.900,Quito,Negociable,USED,Great Wall,Todoterreno,H5 Elite,,,,,,,,,,,,,,,,,
2013,106000,19.900,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2019,64000,21.500,Cuenca,Negociable,USED,Peugeot,Crossover,3008,,,,,,,,,,,,,,,,,
2014,120000,6.300,Quito,Negociable,USED,Skoda,Station Wagon,Fabia Combi,,,,,,,,,,,,,,,,,
2013,180000,23.600,Quito,Negociable,USED,Audi,Sedán,A4 1.8T,,,,,,,,,,,,,,,,,
2013,140000,26.500,Quito,Fijo,USED,Audi,Sedán,A4,,,,,,,,,,,,,,,,,
1991,190000,7.900,Quito,Negociable,USED,Nissan,Todoterreno,Patrol,,,,,,,,,,,,,,,,,
2019,1,3.900,Cuenca,Negociable,USED,Mazda,Sedán,3,,,,,,,,,,,,,,,,,
2023,1,,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Tracker Premier,,,,,,,,,,,,,,,,,
1997,447208,,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,RANGER XL,,,,,,,,,,,,,,,,,
1990,308805,,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F250,#1601971,300000 Kms,,,,,,,0,,,,Tungurahua,,,,
2018,40000,68.500,Quito,Fijo,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,
2023,1,25.490,Cuenca,Negociable,USED,Jetour,Crossover,X70 PLUS,,,,,,,,,,,,,,,,,
2005,245000,8.800,Cuenca,Negociable,USED,Chevrolet,Mini van (MPV),Zafira,,,,,,,,,,,,,,,,,
2019,55000,18.900,Quito,Negociable,USED,Great Wall,Camioneta Doble Cabina,Wingle 5 AC CD 4X2,,,,,,,,,,,,,,,,,
2022,13500,18.300,Quito,Negociable,USED,DongFeng,Crossover,SX5,,,,,,,,,,,,,,,,,
2015,194000,22.900,Quito,Negociable,USED,Kia,Todoterreno,Sorento,,,,,,,,,,,,,,,,,
2013,183000,21.900,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150,,,,,,,,,,,,,,,,,
2021,19000,17.990,Quito,Negociable,USED,Chevrolet,Sedán,ONIX,,,,,,,,,,,,,,,,,
2016,135000,16.800,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2010,123000,22.990,Quito,Negociable,USED,BMW,Todoterreno,X3 2.5SI,,,,,,,,,,,,,,,,,
2021,19000,17.990,Quito,Negociable,USED,Chevrolet,Sedán,ONIX LTZ TURBO,,,,,,,,,,,,,,,,,
2020,57000,21.800,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Limited,,,,,,,,,,,,,,,,,
2015,162000,20.500,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX DOHC 2.4,,,,,,,,,,,,,,,,,
2009,254000,12.300,Quito,Negociable,USED,Hyundai,Todoterreno,Tucson,,,,,,,,,,,,,,,,,
2018,85000,12.200,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2018,60000,11.900,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2015,130000,15.500,Quito,Negociable,USED,Kia,Todoterreno,Sportage Active,,,,,,,,,,,,,,,,,
1998,300000,8.500,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero 3P,,,,,,,,,,,,,,,,,
2006,100000,18.500,Quito,Negociable,USED,BMW,Todoterreno,X5 3.0Si,,,,,,,,,,,,,,,,,
2013,119700,13.900,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,
2022,22300,22.200,Quito,Negociable,USED,Chevrolet,Todoterreno,GROOVE PREMIER,,,,,,,,,,,,,,,,,
2022,22300,22.200,Quito,Negociable,USED,Chevrolet,Otro,GROOVE LT AC,,,,,,,,,,,,,,,,,
2015,121000,26.900,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
2018,102000,11.200,Loja,Negociable,USED,Great Wall,Sedán,C30,,,,,,,,,,,,,,,,,
2019,30000,83.900,Quito,Negociable,USED,Mercedes Benz,Convertible,C200,,,,,,,,,,,,,,,,,
2014,120000,24.900,Quito,Negociable,USED,Toyota,Todoterreno,RAV 4,,,,,,,,,,,,,,,,,
2014,170000,29.500,Quito,Fijo,USED,Jeep,Todoterreno,Cherokee,,,,,,,,,,,,,,,,,
2019,39000,8.900,Quito,Fijo,USED,Toyota,Hatchback (5 Puertas),Yaris Sport,,,,,,,,,,,,,,,,,
2009,193000,16.400,Quito,Fijo,USED,Kia,Sedán,Rio Xcite,,,,,,,,,,,,,,,,,
2020,38000,12.400,Quito,Negociable,USED,Soueast,Todoterreno,DX3,,,,,,,,,,,,,,,,,
2019,54000,5.800,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2005,240000,16.400,Ambato,Negociable,USED,Hyundai,Sedán,Accent Verna,,,,,,,,,,,,,,,,,
2021,50000,4.900,Quito,Negociable,USED,Chevrolet,Sedán,ONIX LTZ TURBO,,,,,,,,,,,,,,,,,
1995,124114,9.900,Quito,Negociable,USED,Volkswagen,Hatchback (5 Puertas),Gol Confortline 1.8,,,,,,,,,,,,,,,,,
2009,82856,,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero 3P,#1700608,300000 Kms,Eléctricos delanteros,Manual,Gasolina,Aire Acondicionado,4 x 4,Rojo,6,Hidráulica,3000,Tela,Cañar,,,,
2003,286289,6.500,Quito,Negociable,USED,Chevrolet,Sedán,Corsa,,,,,,,,,,,,,,,,,
2018,24700,88.900,Quito,Negociable,USED,Toyota,Todoterreno,4 Runner Limited,,,,,,,,,,,,,,,,,
2003,286000,9.990,Quito,Fijo,USED,Mitsubishi,Todoterreno,Montero Sport,,,,,,,,,,,,,,,,,
1998,255000,8.400,Cuenca,Negociable,USED,Mitsubishi,Todoterreno,Montero 5P,,,,,,,,,,,,,,,,,
2019,70000,43.800,Guayaquil,Negociable,USED,Ford,Todoterreno,Edge Limited,,,,,,,,,,,,,,,,,
2019,100000,11.990,Quito,Negociable,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,
2021,51000,20.500,Quito,Fijo,USED,Great Wall,Camioneta Cabina Simple,Wingle 3 4X4 CS,,,,,,,,,,,,,,,,,
2011,170000,8.900,Quito,Negociable,USED,Nissan,Sedán,Almera,,,,,,,,,,,,,,,,,
2018,117127,32.900,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,DMAX CRDI PREMIER,,,,,,,,,,,,,,,,,
2009,103664,17.900,Quito,Negociable,USED,Toyota,Sedán,Camry Hibrido,,,,,,,,,,,,,,,,,
2015,150000,26.800,Cuenca,Negociable,USED,Hyundai,Van,H1,,,,,,,,,,,,,,,,,
2022,48000,12.900,Quito,Negociable,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,
2016,140000,16.900,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2004,236123,7.900,Quito,Negociable,USED,Kia,Mini van (MPV),Carens,,,,,,,,,,,,,,,,,
2008,170000,33.500,Quito,Fijo,USED,Toyota,Todoterreno,FJ Cruiser,,,,,,,,,,,,,,,,,
2019,112586,15.900,Quito,Negociable,USED,Great Wall,Camioneta Doble Cabina,WINGLE,,,,,,,,,,,,,,,,,
2001,359000,8.800,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Trooper 5P,,,,,,,,,,,,,,,,,
2003,260000,5.900,Quito,Negociable,USED,Skoda,Sedán,Fabia,,,,,,,,,,,,,,,,,
2013,161500,23.900,Quito,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,
2017,89030,34.800,Quito,Negociable,USED,Mazda,Camioneta Doble Cabina,BT-50 4x4 Diesel,,,,,,,,,,,,,,,,,
2004,296175,9.000,Quito,Fijo,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,
2018,18000,119.000,Quito,Negociable,USED,Dodge,Camioneta Doble Cabina,RAM 700 Laramie,,,,,,,,,,,,,,,,,
2013,20000,8.800,Cuenca,Negociable,USED,Polaris,Buggy,570 RZR,,,,,,,,,,,,,,,,,
2007,154000,15.500,Quito,Negociable,USED,Chevrolet,Todoterreno,Trailblazer,,,,,,,,,,,,,,,,,
2013,163058,25.900,Quito,Negociable,USED,Ford,Station Wagon,Explorer XLT,,,,,,,,,,,,,,,,,
2020,30000,12.400,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2020,62000,17.900,Quito,Negociable,USED,Toyota,Hatchback (5 Puertas),Yaris,,,,,,,,,,,,,,,,,
2013,170000,11.300,Quito,Negociable,USED,Great Wall,Todoterreno,Haval H3 4X2,,,,,,,,,,,,,,,,,
2016,100000,29.800,Quito,Negociable,USED,Ford,Todoterreno,Edge Limited,,,,,,,,,,,,,,,,,
1993,318363,18.500,Quito,Negociable,USED,Toyota,Todoterreno,Land Cruiser,,,,,,,,,,,,,,,,,
2021,33000,17.900,Quito,Negociable,USED,Kia,Sedán,RIO LX,,,,,,,,,,,,,,,,,
2014,104000,21.800,Cuenca,Negociable,USED,Mazda,Todoterreno,CX-5,,,,,,,,,,,,,,,,,
2019,88000,32.900,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI 3.0 CD 4X4,,,,,,,,,,,,,,,,,
2018,118100,30.400,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,RANGER XLS,,,,,,,,,,,,,,,,,
2010,171000,44.000,Ambato,Negociable,USED,Skoda,Sedán,Fabia,#1714585,260000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Plomo,7,Hidráulica,1400,Tela,Guayas,4CIL 12 V,,,
2018,73000,25.000,Quito,Fijo,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2005,288000,9.800,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Trailblazer,,,,,,,,,,,,,,,,,
2018,105000,18.700,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,
2012,160000,22.900,Quito,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,
2019,45000,13.500,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2022,15000,22.800,Quito,Negociable,USED,Jetour,Todoterreno,X70 II MT 1.5T,,,,,,,,,,,,,,,,,
2018,83600,22.800,Quito,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
2020,70000,17.900,Quito,Negociable,USED,Toyota,Hatchback (5 Puertas),Yaris,,,,,,,,,,,,,,,,,
2022,26000,22.300,Ambato,Negociable,USED,Suzuki,Todoterreno Ligero,S-Cross,,,,,,,,,,,,,,,,,
2015,115000,40.500,Ambato,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT CD,,,,,,,,,,,,,,,,,
2020,86000,12.800,Quito,Negociable,USED,Landwind,Todoterreno,X2,,,,,,,,,,,,,,,,,
2018,52000,48.900,Quito,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,
2004,152000,7.900,Quito,Negociable,USED,Chevrolet,Todoterreno,Trailblazer,,,,,,,,,,,,,,,,,
1999,300000,10.400,Quito,Negociable,USED,Ford,Todoterreno,Explorer 5P,,,,,,,,,,,,,,,,,
2009,208000,18.500,Quito,Negociable,USED,Kia,Todoterreno,Sportage LX,,,,,,,,,,,,,,,,,
2019,73000,18.500,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),Cerato,,,,,,,,,,,,,,,,,
2018,57000,16.900,Quito,Negociable,USED,Suzuki,Todoterreno Ligero,S-Cross,,,,,,,,,,,,,,,,,
2003,128000,5.800,Quito,Negociable,USED,BMW,Sedán,325i,,,,,,,,,,,,,,,,,
2013,191000,24.900,Quito,Negociable,USED,Chery,Hatchback (5 Puertas),QQ311,,,,,,,,,,,,,,,,,
2018,112519,27.100,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI  3.0 CD 4X2  DIESEL,,,,,,,,,,,,,,,,,
2020,65182,22.900,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,
2010,241402,7.900,Quito,Negociable,USED,Chevrolet,Todoterreno,Tahoe Híbrido,,,,,,,,,,,,,,,,,
2011,143000,40.500,Quito,Negociable,USED,Skoda,Hatchback (5 Puertas),Fabia A5,,,,,,,,,,,,,,,,,
2018,100000,49.000,Ambato,Negociable,USED,Toyota,Camioneta Doble Cabina,New Hilux SR,,,,,,,,,,,,,,,,,
2012,100000,29.900,Ambato,Negociable,USED,Jeep,Todoterreno,Wrangler X Unlimited,,,,,,,,,,,,,,,,,
2014,100000,27.500,Ambato,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
2019,108150,27.500,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,
2019,100623,27.500,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,
2019,103629,16.400,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,
2011,148095,55.000,Quito,Negociable,USED,Toyota,Todoterreno,RAV 4,,,,,,,,,,,,,,,,,
2020,17000,9.900,Quito,Negociable,USED,Mazda,Todoterreno,CX-9,,,,,,,,,,,,,,,,,
1986,10000,15.900,Quito,Negociable,USED,Suzuki,Todoterreno,SJ 413,,,,,,,,,,,,,,,,,
2017,15000,12.000,Quevedo,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,
2011,200000,10.900,Guayaquil,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2016,232537,,Quito,Negociable,USED,BMW,Sedán,325i,#1711046,128000 Kms,Eléctricos,Automática,Gasolina,Aire Acondicionado,4 x 2,Azul,0,Hidráulica,2500,Cuero,Tungurahua,,,,
2015,107849,10.900,Quito,Negociable,USED,Hyundai,Hatchback (5 Puertas),GRAN I10,,,,,,,,,,,,,,,,,
1997,248310,32.800,Quito,Negociable,USED,Land Rover,Todoterreno,Defender 90,,,,,,,,,,,,,,,,,
2008,205000,13.500,Quito,Negociable,USED,Mitsubishi,Todoterreno,Outlander,,,,,,,,,,,,,,,,,
2017,100000,25.800,Ambato,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI  3.0 CD 4X2  DIESEL,,,,,,,,,,,,,,,,,
2002,201000,11.800,Quito,Negociable,USED,BMW,Sedán,525i,,,,,,,,,,,,,,,,,
2010,164000,17.800,Quito,Negociable,USED,Ford,Todoterreno,Edge Limited,,,,,,,,,,,,,,,,,
2018,65250,14.700,Quito,Negociable,USED,Peugeot,Sedán,301,,,,,,,,,,,,,,,,,
2003,187000,20.800,Quito,Negociable,USED,Mercedes Benz,Sedán,E320,,,,,,,,,,,,,,,,,
2021,62000,14.500,Quito,Negociable,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,
2018,100000,25.900,Quito,Negociable,USED,Nissan,Todoterreno,Qashqai exclusive,,,,,,,,,,,,,,,,,
2019,75000,31.900,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,DMAX CRDI PREMIER,,,,,,,,,,,,,,,,,
1998,250000,6.700,Quito,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,
2012,89690,9.950,Quito,Negociable,USED,Renault,Hatchback (5 Puertas),Sandero Dynamic,,,,,,,,,,,,,,,,,
2011,210000,16.990,Riobamba,Negociable,USED,Hyundai,Todoterreno,Tucson IX,,,,,,,,,,,,,,,,,
2019,51000,29.800,Quito,Negociable,USED,Mazda,Todoterreno,CX-5,,,,,,,,,,,,,,,,,
1978,276414,14.900,Quito,Negociable,USED,Toyota,Todoterreno,Land Cruiser FJ40,,,,,,,,,,,,,,,,,
1978,183,11.800,Quito,Negociable,USED,Mini,Coupé,Austin 1000,,,,,,,,,,,,,,,,,
1972,55835,16.800,Quito,Negociable,USED,AUSTIN,Camioneta Cabina Simple,PICK UP,,,,,,,,,,,,,,,,,
2018,129276,11.900,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2015,85062,14.900,Quito,Negociable,USED,Great Wall,Todoterreno,H5 Turbo,,,,,,,,,,,,,,,,,
2016,98000,11.200,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
1994,0,5.500,Quito,Negociable,USED,Volkswagen,Van,Kombi,,,,,,,,,,,,,,,,,
2021,19000,21.800,Loja,Negociable,USED,Gac,Todoterreno,GS4,,,,,,,,,,,,,,,,,
2009,160000,12.900,Loja,Negociable,USED,Hyundai,Todoterreno,Tucson,,,,,,,,,,,,,,,,,
2018,47000,11.900,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2015,95000,12.900,Quito,Negociable,USED,Nissan,Sedán,TIIDA ENTRY,,,,,,,,,,,,,,,,,
2002,306000,6.900,Quito,Negociable,USED,Nissan,Sedán,Sentra,,,,,,,,,,,,,,,,,
2019,78937,27.900,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,RANGER XLS,,,,,,,,,,,,,,,,,
2007,180000,22.500,Ambato,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux SR AC CD,,,,,,,,,,,,,,,,,
2009,221778,13.900,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2001,151140,7.900,Quito,Negociable,USED,Hyundai,Van de Carga,H100,,,,,,,,,,,,,,,,,
2017,67000,24.800,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Sense,,,,,,,,,,,,,,,,,
2018,67000,12.290,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2021,4000,22.800,Quito,Negociable,USED,Chevrolet,Todoterreno,GROOVE PREMIER,,,,,,,,,,,,,,,,,
2020,45000,56.000,Quito,Negociable,USED,AUSTIN,Camioneta Cabina Simple,PICK UP,#1711930,34694 Millas,Eléctricos,Manual,Gasolina,Ninguno,4 x 2,Verde,3,Hidráulica,1000,Cuero,Pichincha,,,,
